400	0.9755
401	0.9281
402	0.9784
403	0.9345
404	0.9339
405	0.9788
406	0.9218
407	0.9664
408	0.9224
409	0.9881
410	0.9539
411	0.9886
412	0.9529
413	0.9226
414	0.9833
415	0.9727
416	0.9947
417	0.9105
418	0.9615
419	0.9006
420	0.9656
421	0.9064
422	0.9778
423	0.9984
424	0.9922
425	0.9829
426	0.9921
427	0.9949
428	0.9580
429	0.9924
430	0.9121
431	0.9240
432	0.9309
433	0.9919
434	0.9795
435	0.9376
436	0.9366
437	0.9886
438	0.9989
439	0.9332
440	0.9138
441	0.9616
442	0.9434
443	0.9764
444	0.9600
445	0.9877
446	0.9602
447	0.9714
448	0.9360
449	0.9409
450	0.9937
451	0.9086
452	0.9951
453	0.9988
454	0.9460
455	0.9128
456	0.9538
457	0.9400
458	0.9948
459	0.9674
460	0.9564
461	0.9723
462	0.9263
463	0.9905
464	0.9168
465	0.9527
466	0.9898
467	0.9019
468	0.9944
469	0.9699
470	0.9163
471	0.9673
472	0.9365
473	0.9923
474	0.9624
475	0.9136
476	0.9411
477	0.9947
478	0.9395
479	0.9691
480	0.9798
481	0.9039
482	0.9588
483	0.9743
484	0.9710
485	0.9829
486	0.9630
487	0.9539
488	0.9536
489	0.9799
490	0.9933
491	0.9280
492	0.9836
493	0.9776
494	0.9193
495	0.9732
496	0.9298
497	0.9253
498	0.9329
499	0.9026
500	0.9362
501	0.9166
502	0.9579
503	0.9143
504	0.9974
505	0.9427
506	0.9537
507	0.9073
508	0.9449
509	0.9127
510	0.9437
511	0.9281
512	0.9829
513	0.9112
514	0.9982
515	0.9442
516	0.9338
517	0.9795
518	0.9846
519	0.9036
520	0.9021
521	0.9365
522	0.9719
523	0.9480
524	0.9431
525	0.9098
526	0.9892
527	0.9643
528	0.9349
529	0.9106
530	0.9460
531	0.9481
532	0.9102
533	0.9250
534	0.9378
535	0.9742
536	0.9271
537	0.9901
538	0.9714
539	0.9806
540	0.9402
541	0.9627
542	0.9788
543	0.9853
544	0.9676
545	0.9868
546	0.9234
547	0.9672
548	0.9031
549	0.9855
550	0.9328
551	0.9466
552	0.9396
553	0.9012
554	0.9758
555	0.9023
556	0.9248
557	0.9630
558	0.9353
559	0.9936
560	0.9744
561	0.9909
562	0.9865
563	0.9185
564	0.9646
565	0.9332
566	0.9467
567	0.9240
568	0.9981
569	0.9899
570	0.9773
571	0.9907
572	0.9915
573	0.9130
574	0.9015
575	0.9713
576	0.9005
577	0.9422
578	0.9342
579	0.9098
580	0.9375
581	0.9234
582	0.9026
583	0.9714
584	0.9550
585	0.9481
586	0.9774
587	0.9864
588	0.9252
589	0.9367
590	0.9205
591	0.9213
592	0.9346
593	0.9845
594	0.9642
595	0.9866
596	0.9352
597	0.9290
598	0.9062
599	0.9293
600	0.9778
601	0.9657
602	0.9712
603	0.9648
604	0.9922
605	0.9478
606	0.9711
607	0.9834
608	0.9294
609	0.9603
610	0.9901
611	0.9719
612	0.9172
613	0.9535
614	0.9401
615	0.9403
616	0.9807
617	0.9143
618	0.9772
619	0.9599
620	0.9454
621	0.9123
622	0.9569
623	0.9948
624	0.9097
625	0.9483
626	0.9195
627	0.9367
628	0.9769
629	0.9290
630	0.9088
631	0.9281
632	0.9537
633	0.9603
634	0.9576
635	0.9442
636	0.9188
637	0.9443
638	0.9807
639	0.9918
640	0.9580
641	0.9794
642	0.9835
643	0.9804
644	0.9314
645	0.9282
646	0.9208
647	0.9668
648	0.9928
649	0.9709
650	0.9577
651	0.9323
652	0.9644
653	0.9877
654	0.9903
655	0.9363
656	0.9306
657	0.9915
658	0.9535
659	0.9857
660	0.9280
661	0.9155
662	0.9215
663	0.9826
664	0.9243
665	0.9980
666	0.9536
667	0.9808
